# Started Mon Mar 23 10:55:00 2026
id,type,src,event_ts,value,confidence,event_status,value_datatype,value_unit,extras,partition
ea6456fa-9910-4216-b5e6-9492cacedbee,float,engine-temp-1,1,79.94770920369716,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
522a29ad-f3e6-4974-a0e6-9e54a60e98ff,float,speed-1,2,21.288299558532486,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
ea6456fa-9910-4216-b5e6-9492cacedbee,float,engine-temp-1,1,79.94770920369716,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
522a29ad-f3e6-4974-a0e6-9e54a60e98ff,float,speed-1,2,21.288299558532486,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
f1cd4272-152a-4c95-a28f-40401b9673f4,float,engine-temp-1,2,82.39799602102887,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
f716fe65-b1bf-4eed-8f72-44fbd1afb0f8,float,engine-temp-1,1,79.94770920369716,1.0,ground_truth,scalar,C,{'drift': -0.17338824476354117, 'noise': 0.1210974484606959, 'type': 'ground_truth'},ground_truth
284effde-b65c-461a-930b-f242b6e75974,float,speed-1,2,21.288299558532486,1.0,ground_truth,scalar,km/h,{'drift': 1.2159971668140779, 'noise': 0.0723023917184092, 'type': 'ground_truth'},ground_truth
38a9770b-b395-4566-8f08-0cfb516ac6a6,float,engine-temp-1,2,82.39799602102887,1.0,ground_truth,scalar,C,{'drift': 0.03303979130053247, 'noise': 2.417247026031178, 'type': 'ground_truth'},ground_truth
f1cd4272-152a-4c95-a28f-40401b9673f4,float,engine-temp-1,2,82.39799602102887,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
c4e235c6-e63f-41f4-b7e4-852b12051d0a,float,engine-temp-1,3,84.46686301925263,1.0,ground_truth,scalar,C,{'drift': -0.1279276553061514, 'noise': 2.1967946535299023, 'type': 'ground_truth'},ground_truth
7906b02f-9d53-4d21-9a88-141e8b556c38,float,engine-temp-1,3,84.46686301925263,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
5144fa7a-8540-406b-b56a-03b84daa4600,float,fuel-1,3,49.431486300628386,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
7906b02f-9d53-4d21-9a88-141e8b556c38,float,engine-temp-1,3,84.46686301925263,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
5144fa7a-8540-406b-b56a-03b84daa4600,float,fuel-1,3,49.431486300628386,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
53cd8be6-10a1-4569-a2d3-46d8dfd905d6,float,speed-1,4,24.03910565065049,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
e41e6042-99a5-40ba-b7c9-e421549a2594,float,fuel-1,3,49.431486300628386,1.0,ground_truth,scalar,%,{'drift': -0.4912571338069762, 'noise': -0.07725656556463645, 'type': 'ground_truth'},ground_truth
8adabefa-6350-42f0-97cd-25cdb7cb5bcd,float,speed-1,4,24.03910565065049,1.0,ground_truth,scalar,km/h,{'drift': -0.7954521813642037, 'noise': 3.5462582734822083, 'type': 'ground_truth'},ground_truth
8fb5c2f9-c8fa-4e92-acf4-1d475e9d0507,float,engine-temp-1,4,84.66869036355756,1.0,ground_truth,scalar,C,{'drift': -0.2646465681645713, 'noise': 0.466473912469506, 'type': 'ground_truth'},ground_truth
53cd8be6-10a1-4569-a2d3-46d8dfd905d6,float,speed-1,4,24.03910565065049,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
dcee6696-27e5-4282-9cd5-01c7fb93827f,float,engine-temp-1,4,84.66869036355756,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
dcee6696-27e5-4282-9cd5-01c7fb93827f,float,engine-temp-1,4,84.66869036355756,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
75e4f5db-57d0-4a3d-80a2-6715a4e10b2b,float,engine-temp-1,5,83.5958732166122,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
