# Started Mon Mar 23 11:20:11 2026
id,type,src,event_ts,value,confidence,event_status,value_datatype,value_unit,extras,partition
2bfc9ce3-46dc-4182-846f-c6de647e6aab,float,engine-temp-1,1,79.30511367816385,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
f6ce3659-5951-4d85-8a28-d92435516b48,float,speed-1,2,23.873848608518603,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
1dee28f2-6000-4d97-a60c-46c57dcdce26,float,engine-temp-1,1,79.30511367816385,1.0,ground_truth,scalar,C,{'drift': -0.18903492390205912, 'noise': -0.5058513979340904, 'type': 'ground_truth'},ground_truth
e0eed804-6458-421d-a198-aa9bb8fa4ac0,float,speed-1,2,23.873848608518603,1.0,ground_truth,scalar,km/h,{'drift': -0.7003456639331129, 'noise': 4.574194272451717, 'type': 'ground_truth'},ground_truth
854bdefe-9983-471b-9d2d-6d11ec8595d3,float,engine-temp-1,2,78.15084244213706,1.0,ground_truth,scalar,C,{'drift': -0.01408473925435516, 'noise': -1.1401864967724307, 'type': 'ground_truth'},ground_truth
e2776cd1-341e-424b-a335-d21619092921,float,engine-temp-1,2,78.15084244213706,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
35cfb223-ea06-4177-9bbd-2df9461ce9fd,float,engine-temp-1,3,77.82045978200804,1.0,ground_truth,scalar,C,{'drift': -0.28182301055866454, 'noise': -0.04855964957036063, 'type': 'ground_truth'},ground_truth
445c9daf-e0ec-4799-953f-718c47dc7d43,float,engine-temp-1,3,77.82045978200804,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
dde8da29-d9c2-4a34-8a78-48622e6a0e63,float,fuel-1,3,49.55476600126141,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
fed8fd61-4fb7-47f8-979b-080f6ab2e624,float,fuel-1,3,49.55476600126141,1.0,ground_truth,scalar,%,{'drift': -0.47610728991555173, 'noise': 0.03087329117696626, 'type': 'ground_truth'},ground_truth
1dc46185-5c9d-4450-80ed-c481a33ed03c,float,speed-1,4,19.500328990696534,1.0,ground_truth,scalar,km/h,{'drift': 1.2556197204856336, 'noise': -5.629139338307702, 'type': 'ground_truth'},ground_truth
5a3f4ae9-e3ab-4e06-bd63-bea3a028ff7c,float,speed-1,4,19.500328990696534,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
b5007a91-0121-439b-99a3-62d881a7aaf0,float,engine-temp-1,4,79.80897088099398,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
873829c6-237c-414a-8254-e73266fecfe9,float,engine-temp-1,4,79.80897088099398,1.0,ground_truth,scalar,C,{'drift': 0.1555269025545542, 'noise': 1.8329841964313796, 'type': 'ground_truth'},ground_truth
24d431bf-868a-4ab0-93a5-43c36fccd980,float,speed-1,6,18.273812880323952,1.0,ground_truth,scalar,km/h,{'drift': -1.4505562601280975, 'noise': 0.22404014975551445, 'type': 'ground_truth'},ground_truth
