# Started Wed Oct 15 18:54:34 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
speed-1,speed-1_0,1760568874.848493,1760568874.848493,1760568874.848493,float,km/h,18.479702386529702,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_1,1760568874.848493,1760568874.848493,1760568874.848493,float,km/h,16.403162413164694,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_2,1760568874.848493,1760568874.848493,1760568874.848493,float,km/h,15.948335468666746,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760568874.848493,1760568874.848493,1760568874.848493,float,C,70.0,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760568874.848493,1760568874.848493,1760568874.848493,float,C,70.41065987764655,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760568874.849874,1760568874.849874,1760568874.849874,float,C,72.0751225255898,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_0,1760568874.849874,1760568874.849874,1760568874.849874,float,%,50.25668123297872,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_1,1760568874.849874,1760568874.849874,1760568874.849874,float,%,49.826048429049195,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_0,1760568874.848493,1760568874.848493,1760568874.848493,float,km/h,18.479702386529702,source,30.925311838787536,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_1,1760568874.848493,1760568874.848493,1760568874.848493,float,km/h,16.403162413164694,source,22.148631334553983,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_2,1760568874.848493,1760568874.848493,1760568874.848493,float,km/h,15.948335468666746,source,18.311602337166583,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760568874.848493,1760568874.848493,1760568874.848493,float,C,70.0,source,72.49479925311948,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760568874.848493,1760568874.848493,1760568874.848493,float,C,70.41065987764655,source,71.32643997011185,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760568874.849874,1760568874.849874,1760568874.849874,float,C,72.0751225255898,source,71.6542852243282,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_0,1760568874.849874,1760568874.849874,1760568874.849874,float,%,50.25668123297872,source,50.23355888072211,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_1,1760568874.849874,1760568874.849874,1760568874.849874,float,%,49.826048429049195,source,50.028689712969154,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760568875.4074726,1760568875.4074726,1760568875.4074726,float,C,70.5045840141718,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760568875.4074726,1760568875.4074726,1760568875.4074726,float,C,70.5045840141718,source,71.09658982632331,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_2,1760568875.595318,1760568875.595318,1760568875.595318,float,%,50.01411028291858,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_2,1760568875.595318,1760568875.595318,1760568875.595318,float,%,50.01411028291858,source,50.0230702108306,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_3,1760568875.8459895,1760568875.8459895,1760568875.8459895,float,km/h,17.105571210031915,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_3,1760568875.8459895,1760568875.8459895,1760568875.8459895,float,km/h,17.105571210031915,source,17.10001199800255,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_4,None,1760568876.2984862,1760568876.286941,float,C,71.02830986218568,missing,71.02830986218568,KalmanFilter,0.8867334987045532,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_4,None,1760568876.8414733,1760568876.8369405,float,km/h,15.870697708613418,missing,15.870697708613418,KalmanFilter,0.8047409642618535,True,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_3,1760568876.8414733,1760568876.8414733,1760568876.8414733,float,%,50.35465697868842,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_3,1760568876.8414733,1760568876.8414733,1760568876.8414733,float,%,50.35465697868842,source,50.13044932300504,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,1760568877.1848729,1760568877.1848729,1760568877.1848729,float,C,72.97879697950634,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,1760568877.1848729,1760568877.1848729,1760568877.1848729,float,C,72.97879697950634,source,72.09403762882148,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
