# Started Sun Apr 26 11:02:07 2026
id,type,src,event_ts,value,confidence,event_status,value_datatype,value_unit,extras,partition
abe5eda6-1c1d-4b89-9c3e-51116d07005b,float,speed-1,1777215727.1689453,79.64206368668644,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""pending_entry""}",observed.validated
dd513c21-b0af-4136-a5a1-cf62aef1d186,float,speed-1,1777215728.1590772,80.51307712305204,1.0,validated,scalar,km/h,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
5c1e8a82-5027-4f87-9522-2045d9178df4,float,engine-temp-1,1777215728.1751056,96.49815111699577,1.0,observed,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""pending_entry""}",observed
d6e51a57-da4f-4247-bc79-f8833f747855,float,speed-1,1777215729.1635005,79.94024745980381,1.0,validated,scalar,km/h,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
f17612fe-ddf2-4d7a-be8d-ffab98ffadd5,float,engine-temp-1,1777215729.1635005,95.63172991007215,1.0,validated,scalar,C,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
65afed82-702a-456a-bf59-47c07d0f9692,float,speed-1,1777215730.1623816,79.9320617746632,1.0,validated,scalar,km/h,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
e68bd721-7754-4b99-a6a3-09cadcf2ef9d,float,engine-temp-1,1777215730.177599,95.70756341781761,1.0,validated,scalar,C,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
aee78e52-fd64-4d5c-bd11-bb53459370b0,float,engine-temp-1,1777215731.1698368,95.13026544537098,1.0,validated,scalar,C,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
ca4bf92e-c5c4-47dc-83cc-0690b06bf454,float,speed-1,1777215731.1698368,80.72730934870293,1.0,validated,scalar,km/h,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
39df7643-32a1-458d-818e-321571649547,float,engine-temp-1,1777215732.1719587,94.70638224150694,1.0,validated,scalar,C,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
7cae4eef-0ddd-4239-95c7-671c5a7c9d45,float,speed-1,1777215732.1719587,79.35788653069538,1.0,validated,scalar,km/h,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
abd3ac0c-66a9-4011-8f4f-dd2bcc434dfc,float,speed-1,1777215733.1599576,80.73571349488192,1.0,validated,scalar,km/h,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
73a34be0-838a-46c6-8248-7fb32bd73b53,float,engine-temp-1,1777215733.1759562,95.33749686985472,1.0,validated,scalar,C,"{""health"": ""erroneous"", ""belonging_main"": ""active"", ""belonging_sub"": ""restricted_role""}",observed.validated
