# Started Mon Mar 23 11:27:52 2026
id,type,src,event_ts,value,confidence,event_status,value_datatype,value_unit,extras,partition
4ed1c60d-bdfa-4f45-b7c3-c58615117021,float,engine-temp-1,1774279672.2872007,70.50737894750607,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
136f6dde-ec8d-43a2-a904-4d69ba27409d,float,speed-1,1774279672.396386,21.765544765371395,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
07cd67f4-9aa3-43db-882b-24668151e522,float,fuel-1,1774279672.649497,49.82366358369067,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
264b3c2b-3769-4935-9f07-116c112d97cf,float,engine-temp-1,1774279673.182783,70.55911785338986,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
c109f873-54a8-4e18-91d7-8e99db97fbfb,float,speed-1,1774279673.4023864,23.410001801229818,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
bfcc193f-48b7-45da-91d3-44a18973f46c,float,fuel-1,1774279673.9056654,49.484903240155575,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
b5dba933-a6ed-4b77-bb73-602e78c917d4,float,engine-temp-1,1774279674.0765967,70.53336484960725,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
56fa09a6-bfb7-4f08-a20d-93b623aa1304,simulated,speed-1,1774279674.3924322,36.5473551502464,1e-06,reconstructed,unknown,,{'interval': 1.0, 'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1774279674.535972},reconstructed
7325773e-4c90-45b0-beb5-6d0483543995,float,engine-temp-1,1774279674.9613862,70.48417699781554,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
6349c40a-d72f-44a0-a537-212ad521332d,float,fuel-1,1774279675.1493893,49.30459248489883,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
f74d7bd5-52fa-4534-b2d8-73ec090f5438,float,speed-1,1774279675.3988743,18.63931345227604,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
62e4dd29-7042-4fbf-9648-c7a28a8594a5,simulated,engine-temp-1,1774279675.8437865,72.04701351343749,0.0846509554462577,reconstructed,unknown,,{'interval': 0.89, 'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1774279675.9757607},reconstructed
66c7d819-f8aa-49f1-b885-142c3ab7a673,float,speed-1,1774279676.397505,22.563114369699644,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
c3a67f36-20ae-4767-985b-838fefefe522,float,fuel-1,1774279676.397505,48.907397709188785,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
cb346b1a-891b-4257-b0a0-ad112eb6a82b,float,engine-temp-1,1774279676.7433364,71.2547159038015,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
