# Started Mon Mar 23 11:27:05 2026
id,type,src,event_ts,value,confidence,event_status,value_datatype,value_unit,extras,partition
9d043bd8-69d0-41d5-88fb-81511a104da5,float,engine-temp-1,1774279625.006287,70.09106419482485,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
72ecbce4-2583-42fb-a7cd-01af6939883b,float,speed-1,1774279625.1144009,18.28985978485366,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
9a480dc4-3129-49c7-8ec1-7ed3fddcd57d,float,fuel-1,1774279625.3656974,49.940784167020404,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
c28767e3-04c8-45e1-9ebe-2110e9faa5d4,float,engine-temp-1,1774279625.9001184,70.0,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
239d8678-b2d2-4366-a3ac-70264a238bc4,float,speed-1,1774279626.1198182,18.209432869561834,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
975b7a6c-0d39-43e3-bd21-9b23d4f02637,float,fuel-1,1774279626.6215923,50.16405602696591,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
ed7ca934-73e5-4f76-935f-b56c55f6bde1,float,engine-temp-1,1774279626.7793388,70.0,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
0098544b-58c7-44c1-9f31-ca73176a7fb5,float,speed-1,1774279627.122483,22.78649874432574,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
29692722-8acd-4966-b80f-041cfba6a297,float,engine-temp-1,1774279627.669863,72.3335070936364,1.0,validated,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
2fb78e50-7253-49fa-a33d-3e7d63ec0b0a,float,fuel-1,1774279627.8713949,49.8501383490025,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
05e47103-2223-4b48-bce1-68afdffdf22c,float,speed-1,1774279628.1210637,19.405992515410944,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
55d431dd-5d6c-4e1c-97ea-2ae0de732c51,simulated,engine-temp-1,1774279628.5558624,71.3071256116774,0.09658885924802177,reconstructed,unknown,,{'interval': 0.89, 'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1774279628.6726627},reconstructed
986945d4-15cf-41c1-b251-e99ba0009858,float,fuel-1,1774279629.1118774,50.33951538685039,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
8cbafd34-efea-425a-ac71-fed1fc283d31,float,speed-1,1774279629.1118774,21.312047012363717,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
ddd02500-9c3c-46e1-8096-0cce513bdd2f,float,engine-temp-1,1774279629.4566603,73.60271112702348,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
62741c08-42e9-487e-bf90-f81e0e01ea0b,float,speed-1,1774279630.1150064,15.300562725184598,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
60197392-3e23-4af4-a876-e19186219176,float,engine-temp-1,1774279630.3487172,71.94445252872812,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
a34843c0-881d-4f43-8dd4-610f57e30d65,float,fuel-1,1774279630.3645077,50.27694478188463,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
c9eb8b01-cfd0-48d3-ba45-e6404fae9f2e,float,speed-1,1774279631.1094418,16.51370784688747,1.0,validated,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
5d784eed-0687-4bd1-9e2b-420ffd223a29,float,engine-temp-1,1774279631.2344446,70.56908788310825,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
4dbd6cf7-90b9-43e7-8626-1b32dd8e9e1c,float,fuel-1,1774279631.6119597,49.88555613211633,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
d0fad677-8ec8-4690-b13f-63c3d6954bbf,float,engine-temp-1,1774279632.1272526,72.13422368444243,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
f7c897b4-ac8a-491d-b48c-3a9ad338ec35,simulated,speed-1,1774279632.10244,21.085847430359436,1e-06,reconstructed,unknown,,{'interval': 1.0, 'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1774279632.2359178},reconstructed
4cf6d1ae-2529-4f97-bdb6-9683bba87bb6,float,fuel-1,1774279632.8737395,50.42966020405223,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
7f4ebb82-ad63-4b77-85a2-ffb1ec94c2c7,float,engine-temp-1,1774279633.014399,70.0,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
01bbb455-30df-457e-94c3-37b1dae02fc8,float,speed-1,1774279633.1084957,12.147828663073037,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
0d87c2be-993d-4ae9-9e73-8d46fa9808d7,float,engine-temp-1,1774279633.9039748,70.05811375419822,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
e709980f-475f-4d53-ae70-baf00946d95a,float,speed-1,1774279634.1071901,12.231350728462676,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
f4fb3c1d-f219-4907-a339-be5204390cad,float,fuel-1,1774279634.12319,50.35536331212713,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
1443d49e-1d68-43da-9a06-5b25d2aba800,float,engine-temp-1,1774279634.7902386,70.83835320799739,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
efa82ea5-bedb-4018-b810-d074c081b382,float,speed-1,1774279635.114589,15.933260564938072,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
b67f6a46-45d5-4454-86db-dff3b90045be,simulated,fuel-1,1774279635.3568485,50.15333560000241,0.9985003897247161,reconstructed,unknown,,{'interval': 1.25, 'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1774279635.472555},reconstructed
0c57b7f1-5713-4250-b7e8-bddf5f4f561c,float,speed-1,1774279636.1113684,10.316551972876953,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
24326c70-2523-4c0a-868f-511afa1ca72f,float,fuel-1,1774279636.6243455,50.031743813565136,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
45754715-65e9-45af-a0f0-a678e2b0648c,float,speed-1,1774279637.1082084,10.93238867010114,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
ec34e6a9-fdb7-4d75-af54-4bd8f0f277b6,float,fuel-1,1774279637.8673553,50.26316335017207,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
0a686e68-66cc-455b-af13-490a4a6267e5,float,speed-1,1774279638.106839,18.056915060071702,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
a88573fe-d893-45c0-a412-684f86be42d8,float,engine-temp-1,1774279638.3559833,70.0,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
7e7b07bd-b12d-489a-8e46-36f1041f8561,float,fuel-1,1774279639.1157975,50.09778086985525,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
23a1de16-24c4-4eb4-a7b7-a2870ef6e0dd,float,speed-1,1774279639.1157975,17.64685177763452,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
e74de69d-c9d0-4e47-8d09-c5394789f735,float,engine-temp-1,1774279639.242375,71.68744302927374,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
3d089a0e-34ef-405d-93db-bccb9ff7f294,float,speed-1,1774279640.1107771,16.05117435423248,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
d3727026-5aa0-4f94-b4a5-a13b7e45289b,float,engine-temp-1,1774279640.1427772,73.18272352359654,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
3d909d6a-3078-429c-8033-afa7b42baf55,float,fuel-1,1774279640.362178,49.556330562614676,1.0,validated,scalar,%,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'restricted_role'},observed.validated
46978328-00d7-4b5c-8ff2-a63cca9199e7,float,engine-temp-1,1774279641.0237043,72.62228366610397,1.0,observed,scalar,C,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
8d345ba1-83a6-4367-b56a-2d23ac57a93e,float,speed-1,1774279641.1193485,19.098126367821024,1.0,observed,scalar,km/h,{'health': 'malfunctioning', 'belonging_main': 'active', 'belonging_sub': 'pending_exit'},observed
