# Started Wed Oct 15 18:50:42 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
speed-1,speed-1_0,1760568642.2296677,1760568642.2296677,1760568642.2296677,float,km/h,17.869489675476785,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_1,1760568642.2306685,1760568642.2306685,1760568642.2306685,float,km/h,15.410693445297827,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_2,1760568642.2306685,1760568642.2306685,1760568642.2306685,float,km/h,21.364188366971515,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760568642.2306685,1760568642.2306685,1760568642.2306685,float,C,70.38602788867848,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760568642.2306685,1760568642.2306685,1760568642.2306685,float,C,73.04822518862647,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760568642.2317467,1760568642.2317467,1760568642.2317467,float,C,74.63606457212597,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_0,1760568642.2317467,1760568642.2317467,1760568642.2317467,float,%,50.59786329639787,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_1,1760568642.2317467,1760568642.2317467,1760568642.2317467,float,%,50.51430110265308,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_0,1760568642.2296677,1760568642.2296677,1760568642.2296677,float,km/h,17.869489675476785,source,30.408259595825356,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_1,1760568642.2306685,1760568642.2306685,1760568642.2306685,float,km/h,15.410693445297827,source,21.350799968880814,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_2,1760568642.2306685,1760568642.2306685,1760568642.2306685,float,km/h,21.364188366971515,source,20.896255239677252,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760568642.2306685,1760568642.2306685,1760568642.2306685,float,C,70.38602788867848,source,72.83267403738003,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760568642.2306685,1760568642.2306685,1760568642.2306685,float,C,73.04822518862647,source,72.93326177565986,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760568642.2317467,1760568642.2317467,1760568642.2317467,float,C,74.63606457212597,source,73.7295499290129,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_0,1760568642.2317467,1760568642.2317467,1760568642.2317467,float,%,50.59786329639787,source,50.544006590240635,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_1,1760568642.2317467,1760568642.2317467,1760568642.2317467,float,%,50.51430110265308,source,50.52909858907755,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760568642.792266,1760568642.792266,1760568642.792266,float,C,76.91974565110748,source,None,None,None,None,observed,SimulatedStream,{}
