# Started Wed Oct 15 18:53:47 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
speed-1,speed-1_0,1760568827.0733573,1760568827.0733573,1760568827.0733573,float,km/h,23.15890419871966,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_1,1760568827.0733573,1760568827.0733573,1760568827.0733573,float,km/h,26.51961118601672,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_2,1760568827.0733573,1760568827.0733573,1760568827.0733573,float,km/h,28.46040551484568,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760568827.0733573,1760568827.0733573,1760568827.0733573,float,C,72.16170806042354,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760568827.074393,1760568827.074393,1760568827.074393,float,C,70.9223549303209,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_0,1760568827.074393,1760568827.074393,1760568827.074393,float,%,49.97777598896835,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760568827.074393,1760568827.074393,1760568827.074393,float,C,71.0456681022442,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_1,1760568827.074393,1760568827.074393,1760568827.074393,float,%,49.71883179470776,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_0,1760568827.0733573,1760568827.0733573,1760568827.0733573,float,km/h,23.15890419871966,source,34.89014532790121,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_1,1760568827.0733573,1760568827.0733573,1760568827.0733573,float,km/h,26.51961118601672,source,29.736354248155067,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_2,1760568827.0733573,1760568827.0733573,1760568827.0733573,float,km/h,28.46040551484568,source,28.676405290846173,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760568827.0733573,1760568827.0733573,1760568827.0733573,float,C,72.16170806042354,source,74.38685593081266,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760568827.074393,1760568827.074393,1760568827.074393,float,C,70.9223549303209,source,72.45906165016414,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_0,1760568827.074393,1760568827.074393,1760568827.074393,float,%,49.97777598896835,source,49.97977797176103,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760568827.074393,1760568827.074393,1760568827.074393,float,C,71.0456681022442,source,71.74628476707744,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_1,1760568827.074393,1760568827.074393,1760568827.074393,float,%,49.71883179470776,source,49.84858322080501,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760568827.6349306,1760568827.6349306,1760568827.6349306,float,C,71.39751548194532,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760568827.6349306,1760568827.6349306,1760568827.6349306,float,C,71.39751548194532,source,71.53832770836603,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_2,1760568827.822817,1760568827.822817,1760568827.822817,float,%,49.44613096334473,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_2,1760568827.822817,1760568827.822817,1760568827.822817,float,%,49.44613096334473,source,49.696809198985875,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_3,1760568828.070875,1760568828.070875,1760568828.070875,float,km/h,19.755275162097508,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_3,1760568828.070875,1760568828.070875,1760568828.070875,float,km/h,19.755275162097508,source,23.447505579541634,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_4,1760568828.5229685,1760568828.5229685,1760568828.5229685,float,C,72.10893544554898,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_4,1760568828.5229685,1760568828.5229685,1760568828.5229685,float,C,72.10893544554898,source,71.75119161900408,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_3,1760568829.067155,1760568829.067155,1760568829.067155,float,%,49.01515603740642,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_4,1760568829.067155,1760568829.067155,1760568829.067155,float,km/h,16.877008168862986,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_3,1760568829.067155,1760568829.067155,1760568829.067155,float,%,49.01515603740642,source,49.47540611526346,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_4,1760568829.067155,1760568829.067155,1760568829.067155,float,km/h,16.877008168862986,source,19.28827890654659,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,1760568829.4128206,1760568829.4128206,1760568829.4128206,float,C,70.02010537762743,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,1760568829.4128206,1760568829.4128206,1760568829.4128206,float,C,70.02010537762743,source,70.91125232277741,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
