# Started Sun Apr 26 10:03:56 2026
id,type,src,event_ts,value,confidence,event_status,value_datatype,value_unit,extras,partition
8bc9b313-ca06-47c4-96d7-9d864839d4c1,float,speed-1,1777212236.2464232,80.4226969394564,1.0,observed,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""pending_entry""}",observed
04e5c9a7-c316-4437-acda-0c419f1f1e21,float,speed-1,1777212237.2440805,80.11115768243317,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
3cd76b90-5617-4703-93db-5ab9dd733a79,float,engine-temp-1,1777212237.2640927,95.20027685146295,1.0,observed,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""pending_entry""}",observed
367f980e-7bc5-449f-81f8-bf098f15db6a,float,speed-1,1777212238.253393,80.50789340058205,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
fc70f86d-ca9a-4227-84a6-ea0f8ba7f0ba,float,engine-temp-1,1777212238.253393,96.32922835529693,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
147c335b-f525-49fc-a45e-7e92393df5ca,float,engine-temp-1,1777212239.2514935,95.1360387214808,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
a69d9d5b-2d23-4b42-8e43-4d5c4f5ee6de,float,speed-1,1777212239.2514935,79.93732260948775,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
1719312d-addc-4bf5-a7ec-069181cc8459,float,engine-temp-1,1777212240.256711,95.28290021294897,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
d57105a0-7022-4156-b696-dff9a99fd40d,float,speed-1,1777212240.256711,79.80410775194743,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
0601a952-70b0-4542-a2e8-bb11636e3c06,float,speed-1,1777212241.2494876,79.39328269742525,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
