# Started Wed Oct 15 18:51:17 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
speed-1,speed-1_0,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,km/h,21.572920650550515,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_1,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,km/h,18.40787975016087,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_2,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,km/h,13.274373043162948,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,C,72.9722571409103,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,C,74.3667321678907,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760568677.094976,1760568677.094976,1760568677.094976,float,C,74.6948062551464,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_0,1760568677.094976,1760568677.094976,1760568677.094976,float,%,50.15155051742362,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_1,1760568677.094976,1760568677.094976,1760568677.094976,float,%,49.79075277888404,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_0,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,km/h,21.572920650550515,source,33.54629205177561,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_1,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,km/h,18.40787975016087,source,24.418001042522114,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_2,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,km/h,13.274373043162948,source,17.88692817361604,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,C,72.9722571409103,source,75.09629714926868,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760568677.0935488,1760568677.0935488,1760568677.0935488,float,C,74.3667321678907,source,74.67794237828367,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760568677.094976,1760568677.094976,1760568677.094976,float,C,74.6948062551464,source,74.66434933888222,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_0,1760568677.094976,1760568677.094976,1760568677.094976,float,%,50.15155051742362,source,50.13789854759367,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_1,1760568677.094976,1760568677.094976,1760568677.094976,float,%,49.79075277888404,source,49.96337372381551,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760568677.6518404,1760568677.6518404,1760568677.6518404,float,C,74.5975072991056,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760568677.6518404,1760568677.6518404,1760568677.6518404,float,C,74.5975072991056,source,74.6114647143125,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_2,1760568677.8388717,1760568677.8388717,1760568677.8388717,float,%,50.27434678065865,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_2,1760568677.8388717,1760568677.8388717,1760568677.8388717,float,%,50.27434678065865,source,50.080469275373936,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_3,1760568678.0892584,1760568678.0892584,1760568678.0892584,float,km/h,20.40247487109246,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_3,1760568678.0892584,1760568678.0892584,1760568678.0892584,float,km/h,20.40247487109246,source,18.611018991073983,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_4,1760568678.5433838,1760568678.5433838,1760568678.5433838,float,C,73.84729062069316,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_4,1760568678.5433838,1760568678.5433838,1760568678.5433838,float,C,73.84729062069316,source,74.2376465333741,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_3,1760568679.0886457,1760568679.0886457,1760568679.0886457,float,%,50.26830418730827,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_4,1760568679.0886457,1760568679.0886457,1760568679.0886457,float,km/h,18.359793432963805,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_3,1760568679.0886457,1760568679.0886457,1760568679.0886457,float,%,50.26830418730827,source,50.14146471952186,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_4,1760568679.0886457,1760568679.0886457,1760568679.0886457,float,km/h,18.359793432963805,source,17.916345789752253,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,1760568679.428134,1760568679.428134,1760568679.428134,float,C,74.45843454736178,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,1760568679.428134,1760568679.428134,1760568679.428134,float,C,74.45843454736178,source,74.30901239873936,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_5,1760568680.0820155,1760568680.0820155,1760568680.0820155,float,km/h,18.273914872841576,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_5,1760568680.0820155,1760568680.0820155,1760568680.0820155,float,km/h,18.273914872841576,source,17.581369531332676,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_6,1760568680.3147333,1760568680.3147333,1760568680.3147333,float,C,73.14013798374091,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_6,1760568680.3147333,1760568680.3147333,1760568680.3147333,float,C,73.14013798374091,source,73.74178277446168,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_4,1760568680.3461525,1760568680.3461525,1760568680.3461525,float,%,50.015561520582764,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_4,1760568680.3461525,1760568680.3461525,1760568680.3461525,float,%,50.015561520582764,source,50.10399543682042,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_6,None,1760568681.0899107,1760568681.07985,float,km/h,16.475934307292643,missing,16.475934307292643,KalmanFilter,0.8001188865496837,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_7,1760568681.2152116,1760568681.2152116,1760568681.2152116,float,C,74.47254022461608,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_7,1760568681.2152116,1760568681.2152116,1760568681.2152116,float,C,74.47254022461608,source,74.03923252287993,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_5,None,1760568681.5890903,1760568681.5808513,float,%,50.10416594176621,missing,50.10416594176621,KalmanFilter,0.9611571938431275,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_7,1760568682.0879872,1760568682.0879872,1760568682.0879872,float,km/h,14.350100138436735,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_7,1760568682.0879872,1760568682.0879872,1760568682.0879872,float,km/h,14.350100138436735,source,14.674816974331218,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_8,1760568682.103879,1760568682.103879,1760568682.103879,float,C,73.21265716595096,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_8,1760568682.103879,1760568682.103879,1760568682.103879,float,C,73.21265716595096,source,73.62471988157044,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_6,None,1760568682.8354766,1760568682.8308513,float,%,50.10433648152546,missing,50.10433648152546,KalmanFilter,0.951418333647836,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_9,1760568682.9904728,1760568682.9904728,1760568682.9904728,float,C,75.96295654090491,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_9,1760568682.9904728,1760568682.9904728,1760568682.9904728,float,C,75.96295654090491,source,74.67101169712467,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_8,1760568683.0808344,1760568683.0808344,1760568683.0808344,float,km/h,19.501472270416485,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_8,1760568683.0808344,1760568683.0808344,1760568683.0808344,float,km/h,19.501472270416485,source,17.012946227019373,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_10,1760568683.8812447,1760568683.8812447,1760568683.8812447,float,C,75.31764068213074,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_10,1760568683.8812447,1760568683.8812447,1760568683.8812447,float,C,75.31764068213074,source,74.96383806489308,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_9,1760568684.0825725,1760568684.0825725,1760568684.0825725,float,km/h,19.552675335314863,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_7,None,1760568684.0975301,1760568684.0808513,float,%,50.10450705609816,missing,50.10450705609816,KalmanFilter,0.9416863093463527,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_9,1760568684.0825725,1760568684.0825725,1760568684.0825725,float,km/h,19.552675335314863,source,18.1183119610386,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_11,1760568684.7650008,1760568684.7650008,1760568684.7650008,float,C,76.39774615531033,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_11,1760568684.7650008,1760568684.7650008,1760568684.7650008,float,C,76.39774615531033,source,75.63393470919344,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_10,1760568685.092704,1760568685.092704,1760568685.092704,float,km/h,16.326561861440506,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_10,1760568685.092704,1760568685.092704,1760568685.092704,float,km/h,16.326561861440506,source,16.872767833153514,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_8,1760568685.3422875,1760568685.3422875,1760568685.3422875,float,%,49.125840002023594,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_8,1760568685.3422875,1760568685.3422875,1760568685.3422875,float,%,49.125840002023594,source,49.69163499817901,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_12,1760568685.6529005,1760568685.6529005,1760568685.6529005,float,C,75.70763427788354,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_12,1760568685.6529005,1760568685.6529005,1760568685.6529005,float,C,75.70763427788354,source,75.6904092984743,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_11,1760568686.0934317,1760568686.0934317,1760568686.0934317,float,km/h,17.99559862424316,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_11,1760568686.0934317,1760568686.0934317,1760568686.0934317,float,km/h,17.99559862424316,source,17.246454711109664,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_13,1760568686.5454452,1760568686.5454452,1760568686.5454452,float,C,74.87721883638949,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_13,1760568686.5454452,1760568686.5454452,1760568686.5454452,float,C,74.87721883638949,source,75.33322485638891,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_9,None,1760568686.5903482,1760568686.5808513,float,%,49.68845059005984,missing,49.68845059005984,KalmanFilter,0.9496768395560874,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_12,1760568687.0899024,1760568687.0899024,1760568687.0899024,float,km/h,15.818680816758132,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_12,1760568687.0899024,1760568687.0899024,1760568687.0899024,float,km/h,15.818680816758132,source,16.237048482017315,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_14,None,1760568687.4337993,1760568687.4298515,float,C,75.35468511448249,missing,75.35468511448249,KalmanFilter,0.8831566070311462,True,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_10,1760568687.8354611,1760568687.8354611,1760568687.8354611,float,%,49.450099800604214,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_10,1760568687.8354611,1760568687.8354611,1760568687.8354611,float,%,49.450099800604214,source,49.59349444017127,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_13,None,1760568688.0852447,1760568688.07985,float,km/h,15.724939955630852,missing,15.724939955630852,KalmanFilter,0.79022804292233,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_15,1760568688.335797,1760568688.335797,1760568688.335797,float,C,76.80484297457322,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_15,1760568688.335797,1760568688.335797,1760568688.335797,float,C,76.80484297457322,source,76.19736686232604,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_14,1760568689.0907795,1760568689.0907795,1760568689.0907795,float,km/h,22.16052739285676,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_11,1760568689.0907795,1760568689.0907795,1760568689.0907795,float,%,49.145067353597774,source,None,None,None,None,observed,SimulatedStream,{}
